District,Chiefdom,Name of PHU,Community,School Name,School Enrollment,EMIS Number,School Status
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,AHMADIYYA PRIMARY SCHOOL_2026_new,227,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,LOGOS PRIMARY SCHOOL_2026_new,496,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBATOWN,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MORIBATOWN_2026_new,270,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,SAINT JAMES ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,420,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,UNITED METHODIST CHURCH PRIMARY SCHOOL_2026_new,280,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,YOUNG WOMEN CHRISTIAN ASSOCIATION PRIMARYSCHOOL_2026_new,520,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,NEW HARVEST PRIMARY SCHOOL_2026_new,180,9999-9-99999,Old
BONTHE,IMPERI,MOGBWEMO CHC,MOGBWEMO,UBC PRIMARY SCHOOL-MOGBWEMO_2026_new,262,9999-9-99999,Old
BONTHE,IMPERI,MOGBWEMO CHC,MOGBWEMO,AHMADIYYA PRIMARY SCHOOL-MOGBWEMO_2026_new,337,9999-9-99999,Old
BONTHE,IMPERI,MOGBWEMO CHC,MOGBWEMO,FAWE PRIMARY SCHOOL-MOGBWEMO_2026_new,303,9999-9-99999,Old
BONTHE,IMPERI,MOGBWEMO CHC,MOGBWEMO,KANKALAY ISLAMIC PRIMARY SCHOOL-MOGBWEMO_2026_new,312,9999-9-99999,Old
BONTHE,IMPERI,MOGBWEMO CHC,MOGBWEMO,ST PAUL RC PRIMARY SCHOOL-MOGBWEMO_2026_new,293,9999-9-99999,Old
BONTHE,IMPERI,MOGBWEMO CHC,MOGBWEMO,EVERY NATION ACADEMY PRIMARY SCHOOL_2026_new,320,9999-9-99999,Old
BONTHE,IMPERI,MOGBWEMO CHC,MOGBWEMO,SHEKU KAWA INTERNATIONAL ACADEMY PRIMARY SCHOOL_2026_new,150,9999-9-99999,Old
BONTHE,IMPERI,JUNCTION-LA MCHP,LA,ICS PRIMARY SCHOOL-JUNCTION-LA_2026_new,262,9999-9-99999,Old
BONTHE,IMPERI,JUNCTION-LA MCHP,GANGAMA,UBC PRIMARY SCHOOL-GANGAMA_2026_new,261,9999-9-99999,Old
BONTHE,IMPERI,JUNCTION-LA MCHP,MOYEVEH,SLMB PRIMARY SCHOOL-MOYEVEH_2026_new,103,9999-9-99999,Old
BONTHE,IMPERI,MOKABA CHP,MOKABA,UBC PRIMARY SCHOOL_2026_new,196,9999-9-99999,Old
BONTHE,IMPERI,MOKABA CHP,MOKABA,KANKALAY PRIMARY SCHOOL-KANGA_2026_new,131,9999-9-99999,Old
BONTHE,IMPERI,MOKABA CHP,NYANDEHUN,RC PRIMARY SCHOOL-NYANDEHUN_2026_new,110,9999-9-99999,Old
BONTHE,IMPERI,MOKABA CHP,MOKABA,SLMB PRIMARY SCHOOL_2026_new,120,9999-9-99999,Old
BONTHE,JONG,TISSANA CHP,TISSANA,DEC PRIMARY SCHOOL-TISSANA_2026_new,75,9999-9-99999,Old
BONTHE,JONG,MONGEREWA MCHP,MONGEREWA,DEC PRIMARY SCHOOL-MONGEREWA_2026_new,70,9999-9-99999,Old
BONTHE,JONG,MONGEREWA MCHP,VAAMA,DEC PRIMARY SCHOOL-VAAMA_2026_new,139,9999-9-99999,Old
BONTHE,JONG,JORMA CHP,JORMA,DEC PRIMARY SCHOOL-JORMA_2026_new,257,9999-9-99999,Old
BONTHE,JONG,JORMA CHP,KPAWAMA,DEC PRIMARY SCHOOL-KPAWAMA_2026_new,200,9999-9-99999,Old
BONTHE,JONG,KOMENDE MCHP,BAIAMA,SLUIM PRIMARY SCHOOL-BAIAMA_2026_new,215,9999-9-99999,Old
BONTHE,JONG,KOMENDE MCHP,MOSONGA,DEC PRIMARY SCHOOL-MOSONGA_2026_new,215,9999-9-99999,Old
BONTHE,JONG,KOMENDE MCHP,KOMENDE,UMC PRIMARY SCHOOL-KOMENDE_2026_new,251,9999-9-99999,Old
BONTHE,JONG,BAABA CHP,BO JONG,DEC PRIMARY SCHOOL BO JONG_2026_new,154,9999-9-99999,Old
BONTHE,JONG,KABATI CHP,KABATI,UBC PRIMARY SCHOOL-KABATI_2026_new,373,9999-9-99999,Old
BONTHE,JONG,KABATI CHP,MOCHARLES,DEC PRIMARY SCHOOL-MOCHARLES_2026_new,256,9999-9-99999,Old
BONTHE,JONG,SEMABU CHP,SEMABU,RC PRIMARY SCHOOL-SEMABU_2026_new,238,9999-9-99999,Old
BONTHE,JONG,SEMABU CHP,SEMABU,UBC PRIMARY SCHOOL-SEMABU_2026_new,199,9999-9-99999,Old
BONTHE,JONG,SEMABU CHP,WONGAFOR,ICS PRIMARY SCHOOL- WONGAFOR_2026_new,288,9999-9-99999,Old
BONTHE,JONG,GBANIGA CHP,GBANIGA,DEC PRIMARY SCHOOL-GBANIGA_2026_new,235,9999-9-99999,Old
BONTHE,JONG,GAMBIA CHC,GAMBIA,UBC PRIMARY SCHOOL-GAMBIA_2026_new,458,9999-9-99999,Old
BONTHE,JONG,GAMBIA CHC,MAMONGER,DEC PRIMARY SCHOOL-MAMONGER_2026_new,323,9999-9-99999,Old
BONTHE,JONG,MOYOWA CHP,MOYOWA,RC PRIMARY SCHOOL-MOYOWA_2026_new,373,9999-9-99999,Old
BONTHE,JONG,MOYOWA CHP,LABLAMA,UMC PRIMARY SCHOOL-LABLAMA_2026_new,256,9999-9-99999,Old
BONTHE,JONG,MATTRU CHC,MATTRU,RC BOYS PRIMARY SCHOOL- MATTRU_2026_new,486,9999-9-99999,Old
BONTHE,JONG,MATTRU CHC,MATTRU,ST THERESA RC GIRLS PRIMARY SCHOOL-MATTRU_2026_new,349,9999-9-99999,Old
BONTHE,JONG,MATTRU CHC,MOLUCIA,BN DEC PRIMARY SCHOOL-MOLUCIA_2026_new,88,9999-9-99999,Old
BONTHE,JONG,MATTRU CHC,MATTRU,DEC PRIMARY SCHOOL-MATTRU_2026_new,438,9999-9-99999,Old
BONTHE,JONG,MATTRU CHC,MATTRU,SOLAR GRACE ACADEMY PRIMARY SCHOOL-MATTRU_2026_new,312,9999-9-99999,Old
BONTHE,JONG,MATTRU CHC,MOWAGOR,NEW APOSTOLIC PRIMARY SCHOOL-MOWAGOR_2026_new,140,9999-9-99999,Old
BONTHE,JONG,MATTRU CHC,COMBEY ACADEMY PRIMARY SCHOOL,COMBEY ACADEMY PRIMARY SCHOOL_2026_new,186,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,LUAWA,ICS PRIMARY SCHOOL-LUAWA_2026_new,244,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,AOG PRIMARY SCHOOL (Evangelical School),AOG PRIMARY SCHOOL (Evangelical School)_2026_new,104,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,LUAWA,UBC PRIMARY SCHOOL-LUAWA_2026_new,284,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,SPLENDY PRIMARY SCHOOL,SPLENDY PRIMARY SCHOOL_2026_new,44,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,PINNACLE PRIMARY SCHOOL,PINNACLE PRIMARY SCHOOL_2026_new,109,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,NYADAGOR SCHOOL,NYADAGOR SCHOOL_2026_new,130,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,MATTRU,UBC FLAMING PRIMARY SCHOOL-MATTRU_2026_new,129,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,MATTRU,EVERY NATION PRIMARY SCHOOL-MATTRU_2026_new,164,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,MATTRU,SRD PRIMARY SCHOOL-MATTRU_2026_new,175,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,MATTRU,NIN PRIMARY SCHOOL-MATTRU_2026_new,258,9999-9-99999,Old
BONTHE,JONG,UBC HOSPITAL,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,172,9999-9-99999,Old
BONTHE,JONG,MOSAVIE MCHP,GENDEMA,UBC PRIMARY SCHOOL-GENDEMA_2026_new,125,9999-9-99999,Old
BONTHE,JONG,MOSAVIE MCHP,MOSAVIE,DEC PRIMARY SCHOOL-MOSAVIE_2026_new,122,9999-9-99999,Old
BONTHE,JONG,SEGBWEMA CHP,YENGESA,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL-YENGESA_2026_new,180,9999-9-99999,Old
BONTHE,JONG,SEGBWEMA CHP,BLAMA,ROMAN CATHOLIC PRIMARY SCHOOL-BLAMA_2026_new,300,9999-9-99999,Old
BONTHE,JONG,SEGBWEMA CHP,SEGBEWEMA,DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL-SEGBEWEMA_2026_new,312,9999-9-99999,Old
BONTHE,JONG,SLRCS CHP MATTRU JONG,MATTRU JONG,UBC PRIMARY SCHOOL-MATTRU JONG_2026_new,416,9999-9-99999,Old
BONTHE,JONG,SLRCS CHP MATTRU JONG,MATTRU JONG,FAWE PRIMARY SCHOOL-MATTRU JONG_2026_new,331,9999-9-99999,Old
BONTHE,JONG,SLRCS CHP MATTRU JONG,MATTRU JONG,ICSS PRIMARY SCHOOL-MATTRU JONG_2026_new,424,9999-9-99999,Old
BONTHE,JONG,SLRCS CHP MATTRU JONG,MATTRU JONG,ELFS PRIMARY SCHOOL-MATTRU JONG_2026_new,120,9999-9-99999,Old
BONTHE,JONG,SLRCS CHP MATTRU JONG,SENEHUN VILLAGE,DEC PRIMARY SCHOOL-SENEHUN VILLAGE_2026_new,189,9999-9-99999,Old
BONTHE,JONG,SLRCS CHP MATTRU JONG,WULAI VILLAGE,UBC PRIMARY SCHOOL-WULAI VILLAGE_2026_new,138,9999-9-99999,Old
BONTHE,JONG,SLRCS CHP MATTRU JONG,EDDIE MARGAI PRIMARY SCHOOL,EDDIE MARGAI PRIMARY SCHOOL_2026_new,201,9999-9-99999,Old
BONTHE,JONG,SLRCS CHP MATTRU JONG,BISSAO,DEC PRIMARY SCHOOL-BISSAO_2026_new,83,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,MOSENTEH MCHP,MOSENTEH,R C SCHOOL MOSENTEH_2026_new,251,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,MOSENTEH MCHP,BLAMA,SLC PRIMARY SCHOOL- BLAMA_2026_new,261,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,BENDUMA CHC,BENDUMA,UBC PRIMARY SCHOOL-BENDUMA_2026_new,273,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,BENDUMA CHC,MARELAY,UBC PRIMARY SCHOOL-MARELAY_2026_new,225,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,MASSA KPANGUMA MCHP,MASSA KPANGUMA,UBC PRIMARY SCHOOL- MASSA KPANGUMA_2026_new,236,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,HOYA MCHP,HOYA,UBC SCHOOL-HOYA_2026_new,97,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,TOPAN CHP,KORNALEH,UNITED BRETHREN IN CHRIST PRIMARY SCHOOL-KORNALEH_2026_new,118,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,TOPAN CHP,TOPAN,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL-TOPAN_2026_new,180,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,TEI CHP,KARLEH,BONTHE DISTRICT COMMITTEE PRIMARY SCHOOL-KARLEH_2026_new,145,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,TEI CHP,MANO KURANKOH,ROMAN CATHOLIC PRIMARY SCHOOL-MANO KURANKOH_2026_new,165,9999-9-99999,Old
BONTHE,KWAMEBAI KRIM,TEI CHP,TEI,UBC PRIMARY SCHOOL-TEI_2026_new,202,9999-9-99999,Old
BONTHE,KPANDA KEMOH,SENJEHUN CHP,SENJEHUN,UBC PRIMARY SCHOOL-SENJEHUN_2026_new,256,9999-9-99999,Old
BONTHE,KPANDA KEMOH,SENJEHUN CHP,KEFELLEH,SLMB PRIMARY SCHOOL-KEFELLEH_2026_new,147,9999-9-99999,Old
BONTHE,KPANDA KEMOH,SENJEHUN CHP,LELEIMA,NEW HAEVEST PRIMARY SCHOOL-LELEIMA_2026_new,233,9999-9-99999,Old
BONTHE,KPANDA KEMOH,SENJEHUN CHP,SENJEHUN,SLMB PRIMARY SCHOOL-SENJEHUN_2026_new,243,9999-9-99999,Old
BONTHE,KPANDA KEMOH,SENJEHUN CHP,PELEHUN,DEC PRIMARY SCHOOL-PELEHUN_2026_new,253,9999-9-99999,Old
BONTHE,KPANDA KEMOH,GBONGEH CHP,GBONGEH,RC PRIMARY SCHOOL-GBONGEH_2026_new,192,9999-9-99999,Old
BONTHE,KPANDA KEMOH,GBONGEH CHP,NGIYEBU,RC PRIMARY SCHOOL-NGIYEBU_2026_new,221,9999-9-99999,Old
BONTHE,KPANDA KEMOH,GBONGEH CHP,MOTAMIE,DEC PRIMARY SCHOOL-MOTAMIE_2026_new,242,9999-9-99999,Old
BONTHE,KPANDA KEMOH,GAMBIA POPEIMA MCHP,GAMBIA POPEIMA,UBC PRIMARY SCHOOL-GAMBIA POPEIMA_2026_new,249,9999-9-99999,Old
BONTHE,KPANDA KEMOH,LAWANA MCHP,LAWANA,UBC PRIMARY SCHOOL-LAWANA_2026_new,186,9999-9-99999,Old
BONTHE,KPANDA KEMOH,LAWANA MCHP,TOBANDA,UBC PRIMARY SCHOOL-TOBANDA_2026_new,167,9999-9-99999,Old
BONTHE,KPANDA KEMOH,KOBOTU CHP,KOBOTU,DEC PRIMARY SCHOOL-KOBOTU_2026_new,163,9999-9-99999,Old
BONTHE,KPANDA KEMOH,MOTUO CHC,MOTUO,UBC PRIMARY SCHOOL-MOTUO_2026_new,221,9999-9-99999,Old
BONTHE,KPANDA KEMOH,MOTUO CHC,JAHUN,UBC PRIMARY SCHOOL-JAHUN_2026_new,228,9999-9-99999,Old
BONTHE,KPANDA KEMOH,MOTUO CHC,FOMAYA,DEC PRIMARY SCHOOL-FOMAYA_2026_new,84,9999-9-99999,Old
BONTHE,KPANDA KEMOH,MOTUO CHC,MOTUO,SLMB PRIMARY SCHOOL-MOTUO_2026_new,137,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,GBAP CHC,GBAP,ST THERESA PRIMARY SCHOOL-GBAP_2026_new,258,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,GBAP CHC,KARTI,DEC PRIMARY SCHOOL-KARTI_2026_new,278,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,GBAP CHC,BULLOM,NATIONS PRIMARY SCHOOL-BULLOM_2026_new,116,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,GBAP CHC,GANGAMA,DEC PRIMARY SCHOOL-GANGAMA_2026_new,204,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,GBAP CHC,MOGIGBA,DEC PRIMARY SCHOOL-MOGIGBA_2026_new,73,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,GBAMANI CHP,GBAMANI,BDEC PRIMARY SCHOOL-GBAMANI_2026_new,239,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,GBAMANI CHP,GBEMBO,DEC PRIMARY SCHOOL-GBEMBO_2026_new,173,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,GBAMANI CHP,MANO NGORINGANYA,BDEC PRIMARY SCHOOL-MANO NGORINGANYA_2026_new,164,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,SUBU MCHP,SUBU PRIMARY SCHOOL,SUBU PRIMARY SCHOOL_2026_new,190,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,BATHAHOL MCHP,BISSAO,DEC PRIMARY SCHOOL-BISSAO_2026_new,255,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,MINAH CHP,MINAH,ICS PRIMARY SCHOOL-MINAH_2026_new,318,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,MAAMU CHP,DEC PRIMARY SCHOOL,DEC PRIMARY SCHOOL_2026_new,234,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,BAOMA KPENGEH CHC,MOTIFO,DEC PRIMARY SCHOOL-MOTIFO_2026_new,141,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,BAOMA KPENGEH CHC,BAOMA KPENGEH,RC PRIMARY SCHOOL-BAOMA KPENGEH_2026_new,292,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,TORMA GBAGBA CHP,SOLON,NEW HAEVEST PRIMARY SCHOOL-SOLON_2026_new,367,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,TORMA GBAGBA CHP,BAABA,ICS PRIMARY SCHOOL-BAABA_2026_new,377,9999-9-99999,Old
BONTHE,NONGOBA BULLOM,TORMA GBAGBA CHP,TORMA GBAGBAHUN,SLUIM PRIMARY SCHOOL-TORMA GBAGBAHUN_2026_new,268,9999-9-99999,Old
BONTHE,SITTIA,DELKEN CHC,DELKEN,UMC PRIMARY SCHOOL-DELKEN_2026_new,317,9999-9-99999,Old
BONTHE,SITTIA,DELKEN CHC,KPETEWOMA,DEC PRIMARY SCHOOL-KPETEWOMA_2026_new,186,9999-9-99999,Old
BONTHE,SITTIA,SANHAYA CHP,RC PRIMARY SCHOOL,RC PRIMARY SCHOOL_2026_new,50,9999-9-99999,Old
BONTHE,SITTIA,NGEPAY CHP,DEC PRIMARY SCHOOL,DEC PRIMARY SCHOOL_2026_new,50,9999-9-99999,Old
BONTHE,SITTIA,MO-SANDI MCHP,MO-SANDI,UMC PRIMARY SCHOOL-MO-SANDI_2026_new,195,9999-9-99999,Old
BONTHE,SITTIA,MANIA CHC,MANIA,RC PRIMARY SCHOOL-MANIA_2026_new,200,9999-9-99999,Old
BONTHE,SITTIA,MANIA CHC,DANGA,DEC PRIMARY SCHOOL-DANGA_2026_new,99,9999-9-99999,Old
BONTHE,SITTIA,YONI CHC,YONI,UMC PRIMARY SCHOOL-YONI_2026_new,99,9999-9-99999,Old
BONTHE,SITTIA,YONI CHC,MOSABAI,CHOKOLLOR PRIMARY SCHOOL-MOSABAI_2026_new,255,9999-9-99999,Old
BONTHE,SITTIA,YONI CHC,CHOKOLLOR,DEC PRIMARY SCHOOL-CHOKOLLOR_2026_new,104,9999-9-99999,Old
BONTHE,SITTIA,YONI CHC,BAIMBAY,DEC PRIMARY SCHOOL-BAIMBAY_2026_new,105,9999-9-99999,Old
BONTHE,SITTIA,YONI CHC,BISACO,ICS PRIMARY SCHOOL-BISACO_2026_new,67,9999-9-99999,Old
BONTHE,SITTIA,YONI CHC,HINDOR,DEC PRIMARY SCHOOL-HINDOR_2026_new,39,9999-9-99999,Old
BONTHE,SITTIA,YONI CHC,TENGESAH,DEC PRIMARY SCHOOL-TENGESAH_2026_new,55,9999-9-99999,Old
BONTHE,SITTIA,MBOKIE CHP,MBOKIE,UMC PRIMARY SCHOOL-MBOKIE_2026_new,130,9999-9-99999,Old
BONTHE,SOGBINI,TIHUN CHC,TIHUN,NATIONAL ISLAMIC PRIMARY SCHOOL-TIHUN_2026_new,215,9999-9-99999,Old
BONTHE,SOGBINI,TIHUN CHC,RC PRIMARY SCHOOL,RC PRIMARY SCHOOL_2026_new,212,9999-9-99999,Old
BONTHE,SOGBINI,TIHUN CHC,SEMABU,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL-SEMABU_2026_new,300,9999-9-99999,Old
BONTHE,SOGBINI,TIHUN CHC,LOGOS CHRISTIAN ACADEMY PRIMARY SCHOOL,LOGOS CHRISTIAN ACADEMY PRIMARY SCHOOL_2026_new,143,9999-9-99999,New
BONTHE,SOGBINI,TIHUN CHC,NJAGBAHUN,NATIONAL ISLAMIC MISSION PRIMARY SCHOOL-NJAGBAHUN_2026_new,225,9999-9-99999,New
BONTHE,SOGBINI,TIHUN CHC,KARLEH,ST. MARK ROMAN CATHOLIC PRIMARY SCHOOL-KARLEH_2026_new,237,9999-9-99999,New
BONTHE,SOGBINI,MANDU CHP,MANDU,ST FRANCIS PRIMARY SCHOOL-MANDU_2026_new,242,9999-9-99999,New
BONTHE,SOGBINI,GRIMA CHP,RC PRIMARY SCHOOL GRIMA (ST MICHAEL),RC PRIMARY SCHOOL GRIMA (ST MICHAEL)_2026_new,225,9999-9-99999,New
BONTHE,SOGBINI,GRIMA CHP,NAIJEH,DEC PRIMARY SCHOOL-NAIJEH_2026_new,229,9999-9-99999,New
BONTHE,SOGBINI,GRIMA CHP,BAUYA,DEC PRIMARY SCHOOL-BAUYA_2026_new,152,9999-9-99999,New
BONTHE,SOGBINI,NGUEH CHP,NGUEH,RC PRIMARY SCHOOL-NGUEH_2026_new,278,9999-9-99999,New
BONTHE,SOGBINI,NGUEH CHP,SAAH,DEC PRIMARY SCHOOL-SAAH_2026_new,64,9999-9-99999,New
BONTHE,SOGBINI,NGUEH CHP,MOSANJO,DEC PRIMARY SCHOOL-MOSANJO_2026_new,137,9999-9-99999,New
BONTHE,SOGBINI,KANGA CHP,MOYORGBOR,DEC PRIMARY SCHOOL-MOYORGBOR_2026_new,192,9999-9-99999,New
BONTHE,SOGBINI,KANGA CHP,TONSU,NATIONAL ISLAMIC MISSION PRIMARY SCHOOL(TONSU)_2026_new,143,9999-9-99999,New
BONTHE,SOGBINI,KANGA CHP,GEREHUN,UBC PRIMARY SCHOOL-GEREHUN_2026_new,272,9999-9-99999,New
BONTHE,SOGBINI,KANGA CHP,KANGA,UBC PRIMARY SCHOOL-KANGA_2026_new,144,9999-9-99999,New
BONTHE,YAWBEKO,TALIA CHC,DEC PRIMARY SCHOOL,DEC PRIMARY SCHOOL_2026_new,269,9999-9-99999,New
BONTHE,YAWBEKO,TALIA CHC,TALIA,UBC PRIMARY SCHOOL-TALIA_2026_new,255,9999-9-99999,New
BONTHE,YAWBEKO,TALIA CHC,TALIA,ICS PRIMARY SCHOOL-TALIA_2026_new,197,9999-9-99999,New
BONTHE,YAWBEKO,TALIA CHC,NYADEHUN,NEW HARVEST PRIMARY SCHOOL-NYADEHUN_2026_new,296,9999-9-99999,New
BONTHE,YAWBEKO,MOBEFA CHP,UBC PRIMARY SCHOOL-,UBC PRIMARY SCHOOL-_2026_new,355,9999-9-99999,New
BONTHE,YAWBEKO,MOBEFA CHP,(R C HAHUN),ST MICHAEL PRIMARY SCHOOL (R C HAHUN)_2026_new,320,9999-9-99999,New
BONTHE,YAWBEKO,MOBEFA CHP,GBANGBA,ROMAN CATHOLIC PRIMARY SCHOOL-GBANGBA_2026_new,165,9999-9-99999,New
BONTHE,YAWBEKO,SAAGOR CHP,GBEMBO,COMMUNITY PRIMARY SCHOOL-GBEMBO_2026_new,70,9999-9-99999,New
BONTHE,YAWBEKO,SAAGOR CHP,SAAGOR,DEC PRIMARY SCHOOL-SAAGOR_2026_new,184,9999-9-99999,New
BONTHE,YAWBEKO,SENEHUN GBLOH MCHP,SENEHUN GBLOH,DEC PRIMARY SCHOOL-SENEHUN GBLOH_2026_new,128,9999-9-99999,New
BONTHE,YAWBEKO,SENEHUN GBLOH MCHP,FOWAH,DEC PRIMARY SCHOOL-FOWAH_2026_new,172,9999-9-99999,New
PORT LOKO,KAFFU BULLOM,AL-AMIN CLINIC,NRW KAMBEES,CALVARY PRAISE ACADEMY PRIMARY SCHOOL_2026_new,79,3303-2-13777,Old
PORT LOKO,KAFFU BULLOM,AL-AMIN CLINIC,ROYEAMA,Saffie Koroma Primary School_2026_new,100,9999-9-99999,New
PORT LOKO,THAINKATOPA,ASEEHA MCHP,KONIKAY (THAINKATOPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,447,3313-2-04021,Old
PORT LOKO,THAINKATOPA,ASEEHA MCHP,ROKEL (THAINKATOPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,220,3313-2-04020,Old
PORT LOKO,LOKOMASAMA,Babara CHC,PITIFUL WALLAH (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,346,3307-2-03693,Old
PORT LOKO,LOKOMASAMA,Babara CHC,BABARA WALLAH (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,412,3307-2-03701,Old
PORT LOKO,LOKOMASAMA,Babara CHC,BABARA (LOKOMASAMA),KING FARHAD PRIMARY SCHOOL_2026_new,370,3307-2-03684,Old
PORT LOKO,LOKOMASAMA,Babara CHC,Maforfy (Lokomasama),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,284,9999-9-99999,New
PORT LOKO,LOKOMASAMA,Bailor CHP,BAILOR (LOKOMASAMA),CHURCH OF GOD PRIMARY SCHOOL_2026_new,687,3307-2-03730,Old
PORT LOKO,LOKOMASAMA,Bailor CHP,BAILOR (LOKOMASAMA),KANKAYLAY ISLAMIC PRIMARY BAILOR_2026_new,664,3307-2-03731,Old
PORT LOKO,LOKOMASAMA,Bailor CHP,BOMIA (LOKOMASAMA),KANKAYLAY ISLAMIC PRIMARY BOMIA LOKOMASMA_2026_new,643,3307-2-03732,Old
PORT LOKO,LOKOMASAMA,Bailor CHP,ROBENK (LOKOMASAMA),KING FAHAD ISLAMIC PRIMARY SCHOOL_2026_new,343,3307-2-03741,Old
PORT LOKO,LOKOMASAMA,Bailor CHP,Bailor Town (Lokomasama),Bethesda Primary School_2026_new,136,9999-9-99999,New
PORT LOKO,KASSEH,Barmoi CHP,GBONKO MAFORAY (KASSEH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,178,3305-2-03498,Old
PORT LOKO,KASSEH,Barmoi CHP,GBARAY KASSEH (KASSEH),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,301,3305-2-03497,Old
PORT LOKO,KASSEH,Barmoi CHP,BARMOI (KASSEH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,252,3305-2-03496,Old
PORT LOKO,KAMASONDO,Benkia CHP,MASUM MADICK (KAMASONDO),KANKAYLAY ISLAMIC PRIMARY SCHOOL_2026_new,315,3304-2-03493,Old
PORT LOKO,KAMASONDO,Benkia CHP,POLLOTH (KAMASONDO),SAINT MARKS ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,238,3304-2-03487,Old
PORT LOKO,KAMASONDO,Benkia CHP,Making,St. Peters Primary school_2026_new,370,9999-9-99999,New
PORT LOKO,KAMASONDO,Bundulai MCHP,BUNDULIA (KAMASONDO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,454,3304-2-03483,Old
PORT LOKO,KAMASONDO,Bundulai MCHP,GBONKOKASONKO (KAMASONDO),MOVEMENT OF FAITH PRIMARY SCHOOL_2026_new,274,3304-2-12018,Old
PORT LOKO,KAMASONDO,Bundulai MCHP,MALI BUNDU (KAMASONDO),KANKAYLAY ISLAMIC PRIMARY SCHOOL_2026_new,169,3304-2-03485,Old
PORT LOKO,KAMASONDO,Bundulai MCHP,Bath Sint,WCSL Primary School_2026_new,386,9999-9-99999,New
PORT LOKO,KAMASONDO,Bundulai MCHP,Rogberay Ka Bangura,DAQVAH Amadiyya Primary School_2026_new,112,9999-9-99999,New
